,0
11006,obiwan anakin be careful of your friend palpatine
11007,
11008,anakin be careful of what
11009,
11010,obiwan he has requested your presence
11011,
11012,anakin what for
11013,
11014,obiwan he would not say
11015,
11016,anakin he didnt inform the jedi council thats unusual isnt it
11017,
11018,obiwan all of this is unusual and its making me feel uneasy youre probably aware that relations between the council and the chancellor are stressed
11019,
11020,anakin i know the council has grown wary of the chancellors power mine also for that matter arent we all working together to save the republic why all this distrust
11021,
11022,obiwan the force grows dark anakin and we are all affected by it be wary of your feelings
11023,
11024, int coruscantchancellors officeday
11025,
11026,anakin stands with palpatine at his window overlooking the vastness of coruscant several buildings have been destroyed a brown haze hangs over the landscape
11027,
11028,palpatine anakin this afternoon the senate is going to call on me to take direct control of the jedi council
11029,
11030,anakin the jedi will no longer report to the senate
11031,
11032,palpatine they will report to me    personally the senate is too unfocused to conduct a war this will bring a quick end to things
11033,
11034,anakin i agree but the jedi council may not see it that way
11035,
11036,palpatine there are times when we must all endure adjustments to the constitution in the name of security
11037,
11038,anakin with all due respect sir the council is in no mood for more constitutional amendments
11039,
11040,palpatine thank you my friend but in this case i have no choice    this war must be won
11041,
11042,anakin everyone will agree on that
11043,
11044,palpatine anakin ive known you since you were a small boy i have advised you over the years when i could  i am very proud of your accomplishments you have won many battles the jedi council thought were lost    and you saved my life i hope you trust me anakin
11045,
11046,anakin of course
11047,
11048,palpatine i need your help son
11049,
11050,anakin what do you mean
11051,
11052,palpatine i fear the jedi the council keeps pushing for more control theyre shrouded in secrecy and obsessed with maintaining their autonomy    ideals i find simply incomprehensible in a democracy
11053,
11054,anakin i can assure you that the jedi are dedicated to the values of the republic sir
11055,
11056,palpatine nevertheless their actions will speak more loudly than their words im depending on you
11057,
11058,anakin for what i dont understand
11059,
11060,palpatine to be the eyes ears and voice of the republic   
11061,
11062,anakin thinks about this
11063,
11064,palpatine continuing anakin    im appointing you to be my personal representative on the jedi council
11065,
11066,anakin me a master i am overwhelmed sir but the council elects its own members they will never accept this
11067,
11068,palpatine i think they will    they need you more than you know
11069,
11070, int coruscantbail organas officeday
11071,
11072,padme bail organa and senators mon mothma fang zar terr taneel and giddean danu sit in senator organa s office
11073,
11074,bail organa now that he has control of the jedi council the chancellor has appointed governors to oversee all star systems in the republic
11075,
11076,fang zar when did this happen
11077,
11078,bail organa the decree was posted this morning
11079,
11080,padme do you think he will dismantle the senate
11081,
11082,mon mothma why bother as a practical matter the senate no longer exists
11083,
11084,giddean danu the constitution is in shreds amendment after amendment    executive directives sometimes a dozen in one day
11085,
11086,bail organa we cant let a thousand years of democracy disappear without a fight
11087,
11088,everyone looks at each other a little worried at the implications of what was just said
11089,
11090,terr taneel what are you suggesting
11091,
11092,bail organa i apologize i didnt mean to sound like a separatist
11093,
11094,mon mothma we are not separatists trying to leave the republic we are loyalists trying to preserve democracy in the republic
11095,
11096,bail organa it has become increasingly clear to many of us that the chancellor has become an enemy of democracy
11097,
11098,padme i cant believe it has come to this chancellor palpatine is one of my oldest advisors he served as my ambassador when i was queen
11099,
11100,glddean danu senator i fear you underestimate the amount of corruption that has taken hold in the senate
11101,
11102,mon mothma the chancellor has played the senators well they know where the power lies and they will do whatever it takes to share in it palpatine has become a dictator and we have helped him to do it
11103,
11104,bail organa we cant sit around debating any longer we have decided to do what we can to stop it senator mon mothma and i are putting together an organization   
11105,
11106,padme say no more senator organa i understand at this point its better to leave some things unsaid
11107,
11108,bail organa yes i agree and we must not discuss this with anyone without everyone in this group agreeing
11109,
11110,mon mothma that means those closest to you    even family  no one can be told
11111,
11112,they all nod their heads padme considers this for a moment
11113,
11114,padme agreed
11115,
11116, int coruscantjedi templehallway outside council chambersday
11117,
11118,anakin stands pensively in front of the jedi council chambers the door opens
11119,
11120, int coruscantjedi templecouncil chambersday
11121,
11122,anakin enters and stands in the middle of the room he is surrounded by the jedi council mace windu eeth koth obiwan yoda the holograms of plo koon and kiadimundi
11123,
11124,mace anakin skywalker we have approved your appointment to the council as the chancellors personal representative
11125,
11126,anakin i will do my best to uphold the principles of the jedi order
11127,
11128,yoda allow this appointment lightly the council does not disturbing is this move by chancellor palpatine
11129,
11130,anakin i understand
11131,
11132,mace you are on this council but we do not grant you the rank of master
